cca301s1g00043,cpa1s1g00620,dz186s6g00774,ga198s11g03403,hli2s8g00012,hum1sNW_018397273.1g00053,opy300s25g00677,tc180s4g00387
cca301s4g01366,cpa1s1g02720,dz186s27g00356,ga198s5g02288,.,.,opy300s40g00531,.
cca301s4g01900,cpa1s1g02067,.,.,.,hum1sNW_018397260.1g00151,opy300s38g00598,tc180s8g01098
cca301s4g02487,cpa1s5g00120,dz186s20g00353,.,.,hum1sNW_018397264.1g01247,.,tc180s4g02185
cca301s4g02674,cpa1s8g01227,dz186s25g00125,.,.,hum1sNW_018397266.1g00598,.,tc180s2g01818
cca301s4g02733,cpa1s8g01142,.,.,.,hum1sNW_018397266.1g00522,opy300s12g00562,tc180s2g01893
cca301s5g00026,cpa1s8g01414,.,ga198s13g00065,.,.,opy300s28g00016,tc180s5g00047
cca301s5g00314,cpa1s8g00387,.,ga198s2g01691,.,.,opy300s9g00186,tc180s5g00396
cca301s5g01464,cpa1s5g00220,.,.,hli2s11g01512,.,opy300s44g00435,tc180s5g01368
cca301s5g02080,cpa1s6g02165,.,ga198s13g02046,hli2s11g01847,.,opy300s44g00197,.
cca301s5g02258,cpa1s6g02337,dz186s18g00759,ga198s13g01337,.,.,.,tc180s5g02051
cca301s5g02490,cpa1s5g01857,dz186s3g00837,ga198s11g04102,.,.,opy300s26g00551,.
cca301s6g00438,cpa1s9g00584,dz186s14g00716,ga198s12g00103,.,hum1sNW_018397265.1g00184,.,.
cca301s6g00570,cpa1s9g00501,dz186s15g00755,.,.,hum1sNW_018397265.1g00093,.,tc180s3g00379
cca301s6g00580,cpa1s9g00499,.,ga198s12g00070,.,hum1sNW_018397265.1g00092,opy300s1g00461,.
cca301s6g01771,cpa1s7g00229,dz186s24g00030,ga198s6g01914,.,.,opy300s23g00707,.
cca301s6g01878,cpa1s3g01084,dz186s24g00090,ga198s5g01825,.,.,opy300s19g00918,.
cca301s6g02240,cpa1s9g01321,dz186s11g00715,ga198s6g02444,.,.,opy300s22g00708,.
cca301s7g00365,cpa1s6g02472,dz186s1g00888,.,.,hum1sNW_018397257.1g00055,.,tc180s9g01542
cca301s7g00732,cpa1s6g02432,dz186s1g00864,.,.,hum1sNW_018397257.1g00091,opy300s33g00282,.
cca301s7g00808,cpa1s4g00801,dz186s1g01157,.,.,hum1sNW_018397256.1g00402,opy300s3g00640,.
cca301s7g00898,cpa1s4g00072,dz186s1g01105,.,hli2s3g00169,.,.,tc180s9g01172
cca301s7g01424,cpa1s7g01788,dz186s10g00848,.,.,.,opy300s36g00531,tc180s9g01434
cca301s7g02025,cpa1s7g01450,.,.,hli2s15g00034,.,opy300s36g01055,tc180s9g00072
.,cpa1s1g00038,dz186s5g01514,ga198s7g01936,.,hum1sNW_018397269.1g00239,.,tc180s4g00956
.,cpa1s1g00065,.,ga198s7g01984,hli2s9g00003,.,opy300s16g00055,tc180s4g00924
.,cpa1s1g00113,dz186s13g01168,ga198s12g02541,.,.,opy300s13g01060,tc180s4g00886
.,cpa1s1g00131,dz186s1g00628,ga198s9g01198,.,.,opy300s2g00618,tc180s9g01926
.,cpa1s1g00146,.,ga198s12g02533,.,hum1sNW_018397269.1g00132,opy300s13g01115,tc180s4g00852
.,cpa1s1g00229,dz186s8g00292,ga198s7g00860,.,.,opy300s14g00096,tc180s4g00421
.,cpa1s1g00231,.,ga198s8g00448,.,hum1sNW_018397273.1g00090,opy300s31g00298,tc180s4g00422
.,cpa1s1g00467,dz186s9g01288,ga198s7g02624,.,hum1sNW_018397279.1g00244,.,tc180s4g00229
.,cpa1s1g00699,.,ga198s7g02014,.,hum1sNW_018397269.1g00033,opy300s16g00166,tc180s4g00746
.,cpa1s1g00905,dz186s6g00942,ga198s11g03357,.,hum1sNW_018397272.1g00019,opy300s25g00592,.
.,cpa1s1g00959,dz186s9g01018,ga198s4g01591,hli2s8g00305,.,opy300s32g00762,.
.,cpa1s1g01901,dz186s12g00025,ga198s12g01138,.,.,opy300s10g01276,tc180s2g02626
.,cpa1s1g02223,dz186s2g01850,.,.,hum1sNW_018397260.1g00517,opy300s9g01372,tc180s8g00743
.,cpa1s1g02251,dz186s27g00464,ga198s6g00360,.,.,opy300s1g01881,tc180s8g00844
.,cpa1s1g02316,dz186s2g01251,ga198s1g01328,.,hum1sNW_018397260.1g00482,.,tc180s8g00779
.,cpa1s2g00753,dz186s25g00756,.,hli2s18g00022,hum1sNW_018397283.1g00230,opy300s18g01085,.
.,cpa1s2g00874,dz186s23g00530,ga198s10g00475,.,.,opy300s21g00316,tc180s10g00426
.,cpa1s2g01152,dz186s7g00552,ga198s6g02092,.,.,opy300s30g00884,tc180s10g00108
.,cpa1s2g01168,.,.,hli2s15g01630,hum1sNW_018397268.1g00097,opy300s41g00365,tc180s10g00093
.,cpa1s2g01460,.,ga198s10g00582,.,hum1sNW_018397268.1g00606,opy300s21g00424,tc180s10g00611
.,cpa1s2g01609,dz186s8g01310,ga198s3g01476,.,hum1sNW_018397266.1g00081,.,tc180s2g02310
.,cpa1s2g01802,dz186s17g00778,.,.,hum1sNW_018397254.1g01722,opy300s10g00565,tc180s2g01071
.,cpa1s2g02410,dz186s10g00971,ga198s13g02783,.,.,opy300s36g00115,tc180s9g02431
.,cpa1s2g02530,.,ga198s9g01230,.,hum1sNW_018397257.1g00378,opy300s2g00656,tc180s9g01863
.,cpa1s3g00067,dz186s18g00988,ga198s11g00770,.,hum1sNW_018397259.1g01373,.,tc180s5g02307
.,cpa1s3g01105,dz186s5g01144,ga198s13g00559,.,hum1sNW_018397255.1g01658,opy300s13g00785,.
.,cpa1s3g01547,dz186s13g01124,ga198s11g02308,.,hum1sNW_018397269.1g00106,opy300s12g03100,.
.,cpa1s3g01760,dz186s3g00014,ga198s12g00803,.,hum1sNW_018397254.1g00025,.,tc180s3g02347
.,cpa1s3g01815,dz186s19g00271,.,.,hum1sNW_018397264.1g00332,opy300s39g00207,tc180s4g01290
.,cpa1s3g02303,.,ga198s9g00075,hli2s8g00418,hum1sNW_018397255.1g01278,opy300s34g00406,.
.,cpa1s3g02309,dz186s16g00376,ga198s4g01719,.,.,opy300s32g00873,tc180s1g01252
.,cpa1s3g02405,.,.,hli2s19g01852,hum1sNW_018397262.1g00470,opy300s37g00837,tc180s7g00723
.,cpa1s3g02434,.,ga198s13g00544,.,hum1sNW_018397254.1g01650,opy300s7g01564,tc180s2g00999
.,cpa1s3g02657,dz186s5g00825,ga198s10g01339,.,hum1sNW_018397258.1g01129,.,tc180s1g02077
.,cpa1s4g00404,dz186s9g00569,ga198s12g02404,.,hum1sNW_018397255.1g00260,opy300s17g00109,.
.,cpa1s4g00434,dz186s9g00586,ga198s12g02447,hli2s8g01145,.,opy300s17g00094,.
.,cpa1s4g00436,dz186s16g00953,.,hli2s4g01321,hum1sNW_018397255.1g00234,opy300s17g00092,.
.,cpa1s4g00585,.,ga198s5g01823,hli2s5g00114,hum1sNW_018397255.1g00074,opy300s22g01014,.
.,cpa1s4g00640,dz186s9g00751,ga198s2g00013,.,.,opy300s32g00019,tc180s1g00033
.,cpa1s4g00776,dz186s15g00200,.,.,hum1sNW_018397254.1g00530,opy300s6g01297,tc180s3g01887
.,cpa1s4g00798,dz186s3g00351,ga198s1g02653,.,.,opy300s26g00193,tc180s3g01866
.,cpa1s4g00811,dz186s3g00337,ga198s9g02185,.,hum1sNW_018397254.1g00562,.,tc180s3g01850
.,cpa1s4g00841,.,ga198s8g02000,.,hum1sNW_018397254.1g00603,opy300s5g00291,tc180s3g01818
.,cpa1s4g01703,.,.,hli2s2g00601,hum1sNW_018397267.1g01002,opy300s17g01219,tc180s6g00817
.,cpa1s4g02001,.,ga198s13g01740,.,hum1sNW_018397262.1g00807,opy300s38g00145,tc180s7g00353
.,cpa1s4g02043,dz186s22g00190,ga198s1g00866,.,.,opy300s10g02029,tc180s7g00281
.,cpa1s4g02122,dz186s8g00668,ga198s1g00910,.,hum1sNW_018397262.1g00923,opy300s10g02074,.
.,cpa1s4g02493,dz186s21g00731,ga198s11g00566,.,.,opy300s37g00832,tc180s7g00689
.,cpa1s5g00094,dz186s20g00364,ga198stig00006685g00014,.,hum1sNW_018397264.1g01266,.,tc180s4g02204
.,cpa1s5g00132,dz186s19g00918,.,.,hum1sNW_018397264.1g01232,opy300s39g00614,tc180s4g02170
.,cpa1s5g00329,dz186s5g00698,ga198s12g01593,.,.,opy300s16g00740,tc180s1g02231
.,cpa1s5g00900,dz186s5g00390,ga198s8g01515,hli2s14g01323,.,opy300s14g00848,.
.,cpa1s5g01352,dz186s5g00133,ga198s8g01643,.,hum1sNW_018397258.1g00221,opy300s12g01766,.
.,cpa1s5g01680,dz186s5g00611,.,.,hum1sNW_018397258.1g00850,opy300s12g02200,tc180s1g02342
.,cpa1s5g01813,dz186s24g00776,.,hli2s2g00120,.,opy300s11g01071,tc180s6g00366
.,cpa1s5g02112,.,.,hli2s11g00533,hum1sNW_018397291.1g00007,opy300s38g00413,tc180s7g01185
.,cpa1s6g00294,dz186s12g00888,ga198s3g02392,.,hum1sNW_018397254.1g01508,opy300s12g01260,.
.,cpa1s6g00490,dz186s17g00309,.,.,hum1sNW_018397261.1g01009,opy300s10g00236,tc180s2g00431
.,cpa1s6g00582,dz186s6g01089,.,.,hum1sNW_018397255.1g01113,opy300s32g00658,tc180s1g01105
.,cpa1s6g00779,dz186s12g00829,ga198s3g02312,.,hum1sNW_018397254.1g01637,.,tc180s2g00982
.,cpa1s6g00781,dz186s1g00542,.,.,hum1sNW_018397257.1g00575,opy300s2g00514,tc180s9g02050
.,cpa1s6g01227,dz186s9g00809,ga198s10g01883,.,hum1sNW_018397255.1g01155,.,tc180s1g01145
.,cpa1s6g01280,dz186s12g00722,ga198s3g02201,.,hum1sNW_018397254.1g01844,opy300s12g01475,.
.,cpa1s6g01842,.,.,hli2s11g01578,hum1sNW_018397259.1g00555,opy300s28g00829,tc180s5g01498
.,cpa1s7g00002,dz186s28g00594,.,hli2s5g00198,hum1sNW_018397267.1g00348,.,tc180s6g01429
.,cpa1s7g00179,dz186s11g01115,ga198s6g02346,.,.,opy300s17g01557,tc180s6g01650
.,cpa1s7g00248,dz186s28g00713,ga198s10g03014,hli2s5g00019,.,.,tc180s6g01721
.,cpa1s7g00805,.,ga198s7g00110,.,hum1sNW_018397256.1g00778,opy300s3g00158,tc180s9g00767
.,cpa1s7g00909,dz186s10g00860,ga198s13g02553,.,hum1sNW_018397257.1g00015,opy300s36g00511,.
.,cpa1s7g01018,dz186s10g00352,ga198s5g00396,.,.,opy300s8g01190,tc180s9g00557
.,cpa1s7g01440,dz186s6g00744,ga198s5g00679,.,hum1sNW_018397256.1g01524,.,tc180s9g00064
.,cpa1s7g01932,dz186s10g00764,ga198s8g02772,.,hum1sNW_018397256.1g00236,.,tc180s9g01269
.,cpa1s8g00393,dz186s4g01470,ga198s13g01054,.,.,opy300s28g00132,tc180s5g00401
.,cpa1s8g00411,dz186s2g00561,ga198s9g01733,.,.,opy300s1g02981,tc180s5g00432
.,cpa1s8g00551,dz186s8g00446,ga198s8g00324,.,hum1sNW_018397258.1g00030,.,tc180s1g03105
.,cpa1s8g00600,dz186s13g00020,ga198s8g01708,.,.,opy300s13g00030,tc180s1g03064
.,cpa1s8g00641,dz186s5g00058,ga198s12g01915,.,.,opy300s16g01220,tc180s1g03034
.,cpa1s8g01144,dz186s25g00173,.,hli2s18g00547,hum1sNW_018397266.1g00524,opy300s12g00560,.
.,cpa1s8g01310,dz186s12g00470,.,hli2s17g01121,hum1sNW_018397266.1g00667,opy300s12g00460,.
.,cpa1s8g01399,dz186s2g00500,ga198s9g01692,.,hum1sNW_018397263.1g00470,.,tc180s5g00501
.,cpa1s8g01427,dz186s8g00596,ga198stig00007316g00006,.,hum1sNW_018397262.1g01078,.,tc180s7g00047
.,cpa1s8g01683,dz186s2g00310,ga198s11g00142,.,hum1sNW_018397263.1g00718,.,tc180s5g00756
.,cpa1s8g01826,dz186s4g01219,ga198s1g01524,.,.,opy300s4g01176,tc180s5g01251
.,cpa1s9g00102,.,ga198s11g04016,.,hum1sNW_018397254.1g01222,opy300s26g00318,tc180s3g01273
.,cpa1s9g00128,dz186s3g00704,ga198s12g00245,.,.,opy300s1g00703,tc180s3g01295
.,cpa1s9g00319,.,.,hli2s13g01007,hum1sNW_018397254.1g00969,opy300s1g00825,tc180s3g01486
.,cpa1s9g00446,dz186s15g01146,.,.,hum1sNW_018397261.1g00645,opy300s1g00020,tc180s3g01083
.,cpa1s9g00604,dz186s3g00891,ga198s9g00662,.,hum1sNW_018397265.1g00205,.,tc180s3g00257
.,cpa1s9g00844,.,ga198s7g00539,hli2s13g00054,hum1sNW_018397261.1g00546,opy300s5g01577,.
.,cpa1s9g01158,dz186s8g01101,ga198s3g01753,hli2s18g00508,hum1sNW_018397266.1g00463,.,.
.,cpa1s9g01245,dz186s14g01183,ga198s8g01168,.,hum1sNW_018397265.1g00333,opy300s5g01651,.
.,cpa1s9g01926,dz186s11g01206,ga198s5g01164,.,hum1sNW_018397274.1g00133,.,tc180s6g00138
cca301s1g00960,cpa1s3g02414,.,ga198s11g03438,.,.,opy300s25g00462,.
cca301s1g01649,cpa1s1g00853,dz186s16g00299,.,.,hum1sNW_018397272.1g00109,.,.
cca301s1g02142,cpa1s6g00484,.,ga198s13g01544,.,.,.,tc180s7g01099
cca301s1g03347,cpa1s4g02138,.,ga198s5g04139,.,.,opy300s11g00087,.
cca301s3g00046,cpa1s2g01013,.,ga198s10g00258,.,.,opy300s21g00191,.
cca301s3g00477,cpa1s2g01040,.,ga198s10g00215,hli2s15g01531,.,.,.
cca301s3g00731,cpa1s2g01303,.,.,.,hum1sNW_018397284.1g00036,.,tc180s10g00749
cca301s3g01607,cpa1s3g01734,.,ga198s8g01744,hli2s12g01635,.,.,.
cca301s3g02580,cpa1s9g00456,dz186s3g01700,ga198s7g00498,.,.,.,.
cca301s3g02588,cpa1s9g00466,.,ga198s7g00503,.,.,opy300s5g01619,.
cca301s5g00131,cpa1s8g00328,.,.,.,hum1sNW_018397263.1g00155,opy300s9g00091,.
cca301s5g00781,cpa1s8g01802,.,ga198s9g01490,.,.,opy300s1g02623,.
cca301s5g01056,cpa1s8g00972,.,.,.,hum1sNW_018397259.1g00108,opy300s4g01011,.
cca301s5g01158,cpa1s8g01469,.,.,.,hum1sNW_018397259.1g00039,.,tc180s5g01013
cca301s5g02341,cpa1s3g00228,dz186s18g00849,.,.,.,opy300s4g00155,.
cca301s6g00201,cpa1s9g01478,.,.,.,hum1sNW_018397265.1g00325,.,tc180s3g00143
cca301s6g00251,cpa1s9g01386,.,.,.,hum1sNW_018397265.1g00377,.,tc180s3g00094
cca301s6g01061,cpa1s5g01243,dz186s4g00837,.,.,hum1sNW_018397270.1g00152,.,.
cca301s6g02455,cpa1s8g01443,.,ga198s2g01432,.,.,opy300s9g00658,.
cca301s6g02682,cpa1s4g02578,dz186s24g00546,.,.,.,opy300s17g01153,.
cca301s7g01145,cpa1s2g02669,.,ga198s5g03558,.,.,opy300s18g00756,.
cca301s7g01325,cpa1s5g02262,.,ga198s8g00160,.,.,opy300s36g00451,.
.,cpa1s1g01211,.,.,.,hum1sNW_018397260.1g00488,opy300s9g01355,tc180s8g00773
.,cpa1s1g02230,dz186s27g00004,.,.,hum1sNW_018397260.1g00513,.,Tc08v2_t008230.2
.,cpa1s1g02327,dz186s2g01260,.,.,.,opy300s9g00993,tc180s8g00506
.,cpa1s1g02510,dz186s27g00279,ga198s6g00226,.,.,opy300s1g01677,.
.,cpa1s2g00780,.,.,.,hum1sNW_018397269.1g00247,opy300s13g01001,tc180s4g00964
.,cpa1s2g01065,dz186s2g01313,ga198s8g02578,.,.,opy300s30g00276,.
.,cpa1s2g01070,dz186s1g00950,ga198s13g02557,.,.,opy300s36g00528,.
.,cpa1s2g01442,dz186s7g00861,.,.,.,opy300s22g01332,tc180s10g00630
.,cpa1s2g02577,dz186s1g00310,.,.,.,opy300s8g00105,tc180s9g02549
.,cpa1s3g01342,dz186s3g00004,ga198s12g00020,.,.,.,tc180s3g02361
.,cpa1s3g02112,.,ga198s3g00518,.,.,opy300s39g00728,tc180s4g01963
.,cpa1s3g02410,.,.,hli2s4g00588,hum1sNW_018397258.1g01430,.,tc180s1g01809
.,cpa1s4g00467,dz186s16g00970,ga198s2g00114,.,.,opy300s32g00143,.
.,cpa1s4g00532,.,ga198s11g03634,hli2s4g01384,hum1sNW_018397255.1g00114,.,.
.,cpa1s4g00551,.,ga198s2g00075,.,.,opy300s32g00089,tc180s1g00118
.,cpa1s4g00661,.,ga198s12g02328,.,.,opy300s17g00202,tc180s1g00418
.,cpa1s4g01616,.,ga198s5g01437,.,hum1sNW_018397267.1g01077,.,tc180s6g00745
.,cpa1s4g01854,.,ga198s5g03722,hli2s16g01388,hum1sNW_018397262.1g00322,.,.
.,cpa1s4g02054,dz186s22g00161,ga198s1g00893,.,.,.,tc180s7g00240
.,cpa1s4g02384,dz186s22g00349,.,.,hum1sNW_018397262.1g00639,.,tc180s7g00537
.,cpa1s5g00098,dz186s20g00363,ga198s1g00317,.,.,opy300s24g00654,.
.,cpa1s5g00265,dz186s5g00760,.,.,.,opy300s14g00670,tc180s1g02159
.,cpa1s5g00489,.,.,.,hum1sNW_018397263.1g00015,opy300s9g00016,tc180s5g00016
.,cpa1s5g00551,.,ga198s12g01620,hli2s14g01077,.,opy300s16g00765,.
.,cpa1s5g00560,.,ga198s8g01405,hli2s14g01080,.,opy300s14g00706,.
.,cpa1s5g00806,dz186s5g00314,ga198s12g01834,.,.,opy300s16g01039,.
.,cpa1s5g01807,dz186s11g01210,.,.,.,opy300s22g00081,tc180s6g00376
.,cpa1s5g02110,dz186s22g00796,ga198s13g01557,hli2s1g00902,.,.,.
.,cpa1s5g02258,.,ga198s7g01342,.,.,opy300s3g01141,tc180s9g01780
.,cpa1s6g00192,dz186s17g00556,.,.,hum1sNW_018397254.1g01414,.,tc180s2g00756
.,cpa1s6g00539,dz186s3g01067,ga198s1g01782,.,.,opy300s1g00903,.
.,cpa1s6g01926,dz186s18g00353,ga198s13g01134,.,.,.,tc180s5g01630
.,cpa1s7g00328,.,ga198s5g01780,hli2s5g00208,.,opy300s19g00860,.
.,cpa1s7g00342,.,.,.,hum1sNW_018397267.1g00371,opy300s22g00907,tc180s6g01406
.,cpa1s7g01855,.,ga198s13g02597,.,hum1sNW_018397256.1g00157,opy300s36g00566,.
.,cpa1s7g02012,dz186s1g01046,ga198s8g01098,.,.,.,tc180s9g01249
.,cpa1s7g02013,dz186s1g01045,ga198s8g01099,.,.,.,tc180s9g01248
.,cpa1s8g00497,dz186s23g00774,.,.,hum1sNW_018397258.1g00006,.,tc180s1g03128
.,cpa1s8g01082,.,ga198stig00000254g00023,hli2s11g00018,.,opy300s9g00023,.
.,cpa1s8g01289,.,ga198s7g01366,hli2s11g00598,.,opy300s3g01102,.
.,cpa1s8g01304,dz186s12g00467,ga198s5g03581,.,.,.,tc180s2g01754
.,cpa1s8g01496,dz186s2g00459,.,.,hum1sNW_018397263.1g00532,.,tc180s5g00563
.,cpa1s9g00460,.,ga198s11g03659,hli2s13g00014,.,.,tc180s3g01069
.,cpa1s9g00619,dz186s3g00901,.,.,hum1sNW_018397265.1g00222,.,tc180s3g00240
.,cpa1s9g00726,.,ga198s3g01678,.,hum1sNW_018397254.1g02196,.,tc180s2g01513
.,cpa1s9g01249,dz186s3g01725,.,.,hum1sNW_018397265.1g00336,.,tc180s3g00132
.,cpa1s9g01314,dz186s15g00784,.,hli2s12g00618,.,opy300s1g00427,.
.,cpa1s9g01715,dz186s12g00660,.,.,hum1sNW_018397254.1g01966,opy300s35g00520,.
.,cpa1s9g01991,dz186s24g00836,.,.,hum1sNW_018397274.1g00108,.,tc180s6g00114
.,cpa1s9g02002,.,ga198s9g00020,.,hum1sNW_018397274.1g00036,opy300s23g00637,.
cca301s2g00738,cpa1s4g00447,dz186s9g00597,.,.,.,.,.
cca301s3g00608,cpa1s2g01405,.,.,hli2s16g00751,.,.,.
cca301s3g01370,cpa1s9g00181,dz186s3g00743,.,.,.,.,.
cca301s3g02579,cpa1s9g00455,.,ga198s12g00817,.,.,.,.
cca301s4g01393,cpa1s1g02747,.,.,hli2s4g01026,.,.,.
cca301s4g02916,cpa1s2g02707,.,.,.,.,opy300s7g00820,.
cca301s5g02364,cpa1s3g00217,.,ga198s11g00902,.,.,.,.
cca301s6g00361,cpa1s9g00649,.,ga198s12g00118,.,.,.,.
cca301s6g01615,cpa1s4g01597,.,.,.,hum1sNW_018397274.1g00249,.,.
cca301s7g00541,cpa1s3g00383,dz186s1g00759,.,.,.,.,.
cca301s54g00019,cpa1s3g01711,.,ga198s8g02181,.,.,.,.
cca301s28g00013,cpa1stig0000670g00036,.,ga198stig00021227g00007,.,.,.,.
cca301s61g00008,cpa1s5g01359,.,ga198stig00008173g00012,.,.,.,.
.,cpa1stig0000540g00081,.,ga198s11g01175,.,.,opy300s28g00465,.
.,cpa1stig0000670g00028,.,ga198s3g02023,.,.,opy300s37g00142,.
.,cpa1s1g00217,.,.,.,hum1sNW_018397273.1g00095,.,tc180s4g00427
.,cpa1s1g00374,.,ga198s4g01473,.,.,opy300s34g00152,.
.,cpa1s1g00430,.,ga198s4g01188,.,.,opy300s32g01079,.
.,cpa1s1g00761,.,ga198s9g00144,hli2s8g00369,.,.,.
.,cpa1s2g00026,.,ga198s9g00022,.,.,opy300s23g00528,.
.,cpa1s2g00488,.,.,hli2s3g00006,hum1sNW_018397256.1g00034,.,.
.,cpa1s2g00803,.,.,.,hum1sNW_018397304.1g00015,.,tc180s2g02659
.,cpa1s2g01359,.,.,hli2s18g01196,.,opy300s29g00913,.
.,cpa1s2g01742,dz186s17g00457,.,.,hum1sNW_018397261.1g00797,.,.
.,cpa1s2g01850,dz186s12g00201,ga198s12g01289,.,.,.,.
.,cpa1s2g01997,dz186s1g00518,.,.,.,opy300s2g00013,.
.,cpa1s2g02023,.,.,.,hum1sNW_018397257.1g01222,.,tc180s9g02684
.,cpa1s2g02627,.,.,hli2s17g01072,.,opy300s7g00564,.
.,cpa1s2g02628,.,ga198s4g00521,.,.,opy300s35g00294,.
.,cpa1s2g02642,.,.,hli2s17g01009,.,opy300s35g00297,.
.,cpa1s3g00533,.,.,.,.,opy300s39g00471,tc180s4g01661
.,cpa1s3g01508,.,ga198s7g01746,.,.,opy300s13g00719,.
.,cpa1s3g01645,.,.,.,hum1sNW_018397264.1g00635,.,tc180s4g01595
.,cpa1s3g01858,dz186s14g00028,.,hli2s13g01526,.,.,.
.,cpa1s3g02056,.,.,.,hum1sNW_018397259.1g00229,.,tc180s5g01182
.,cpa1s3g02462,.,.,.,hum1sNW_018397254.1g02258,.,tc180s2g01576
.,cpa1s4g00015,.,.,.,hum1sNW_018397255.1g00425,.,tc180s1g00433
.,cpa1s4g00655,.,.,.,.,opy300s17g00003,tc180s1g00006
.,cpa1s4g02094,.,.,.,.,opy300s11g00107,tc180s7g00237
.,cpa1s4g02451,.,.,.,hum1sNW_018397258.1g00541,.,tc180s1g02596
.,cpa1s5g00322,.,ga198s13g01124,.,.,opy300s9g00010,.
.,cpa1s5g00339,.,.,hli2s14g01035,hum1sNW_018397258.1g00971,.,.
.,cpa1s5g00432,.,ga198s13g01170,.,.,opy300s7g00250,.
.,cpa1s6g00224,.,.,.,hum1sNW_018397254.1g01470,.,tc180s2g00813
.,cpa1s7g00217,.,.,.,hum1sNW_018397267.1g00058,.,tc180s6g01691
.,cpa1s7g00394,.,.,.,.,opy300s10g01620,Tc07v2_t010250.1
.,cpa1s7g01447,.,ga198stig00009129g00010,.,.,opy300s6g00529,.
.,cpa1s7g01866,.,ga198s8g01052,.,.,opy300s3g01033,.
.,cpa1s8g00159,.,ga198s1g01616,.,.,opy300s28g00174,.
.,cpa1s8g00386,.,ga198s2g01692,.,.,opy300s9g00185,.
.,cpa1s8g00482,.,.,.,hum1sNW_018397262.1g00158,.,tc180s8g01429
.,cpa1s9g00063,.,.,.,hum1sNW_018397254.1g01262,.,tc180s3g01232
.,cpa1s9g00073,.,ga198s12g00226,.,.,opy300s15g00472,.
.,cpa1s9g00235,dz186s3g00780,.,.,.,opy300s1g00764,.
.,cpa1s9g00471,.,ga198s8g02962,hli2s11g01798,.,.,.
.,cpa1s9g00609,.,.,.,hum1sNW_018397265.1g00215,.,tc180s3g00248
.,cpa1s9g00956,.,ga198s12g01016,.,.,opy300s6g00248,.
.,cpa1sHSYg00009,.,ga198stig00025844g00026,.,.,opy300s11g00637,.
cca301s1g00462,cpa1s5g01145,.,.,.,.,.,.
cca301s3g01026,cpa1s9g00369,.,.,.,.,.,.
cca301s4g01595,cpa1s1g00142,.,.,.,.,.,.
cca301s4g01681,cpa1s2g02073,.,.,.,.,.,.
cca301s4g03028,cpa1s6g01865,.,.,.,.,.,.
cca301s4g03111,cpa1s1g00138,.,.,.,.,.,.
cca301s5g01432,cpa1s2g01087,.,.,.,.,.,.
cca301s5g02222,cpa1s6g02289,.,.,.,.,.,.
cca301s6g01149,cpa1s4g01814,.,.,.,.,.,.
cca301s6g02235,cpa1s9g01312,.,.,.,.,.,.
cca301s7g00273,cpa1s7g01525,.,.,.,.,.,.
cca301s7g01816,cpa1s2g00434,.,.,.,.,.,.
cca301s7g02067,cpa1s5g01874,.,.,.,.,.,.
.,cpa1stig0000540g00021,.,ga198stig00026051g00003,.,.,.,.
.,cpa1stig0000540g00055,.,.,.,.,opy300s9g00381,.
.,cpa1stig0000540g00077,.,ga198stig00026054g00004,.,.,.,.
.,cpa1stig0000670g00025,.,.,hli2s15g00898,.,.,.
.,cpa1stig0000670g00044,.,ga198stig00021227g00018,.,.,.,.
.,cpa1s1g00349,.,.,hli2s4g00210,.,.,.
.,cpa1s1g01472,.,.,hli2s7g01008,.,.,.
.,cpa1s1g01867,dz186s2g01091,.,.,.,.,.
.,cpa1s1g02030,.,ga198s5g02556,.,.,.,.
.,cpa1s1g02221,.,.,.,.,opy300s38g00960,.
.,cpa1s1g02365,.,.,.,.,.,tc180s8g00535
.,cpa1s1g02547,.,.,.,.,opy300s1g02087,.
.,cpa1s1g02564,.,.,.,.,.,Tc08v2_t014740.2
.,cpa1s1g02668,.,ga198s10g02118,.,.,.,.
.,cpa1s2g00004,.,.,.,.,.,tc180s2g00071
.,cpa1s2g00077,.,.,.,.,.,tc180s2g00011
.,cpa1s2g00262,.,ga198s6g01987,.,.,.,.
.,cpa1s2g00518,.,.,.,.,opy300s36g00228,.
.,cpa1s2g01328,.,.,hli2s18g00050,.,.,.
.,cpa1s2g01478,.,ga198s5g03168,.,.,.,.
.,cpa1s2g01540,.,.,.,.,opy300s22g01431,.
.,cpa1s2g02113,.,.,.,.,.,tc180s9g02603
.,cpa1s2g02421,.,.,.,.,opy300s3g01532,.
.,cpa1s2g02478,.,.,hli2s16g01247,.,.,.
.,cpa1s2g02557,.,.,.,.,.,tc180s9g02529
.,cpa1s3g00191,.,.,hli2s11g02054,.,.,.
.,cpa1s3g00247,.,ga198s8g02472,.,.,.,.
.,cpa1s3g00580,.,.,.,.,opy300s10g00774,.
.,cpa1s3g00708,.,.,hli2s3g01163,.,.,.
.,cpa1s3g00982,.,ga198s1g01269,.,.,.,.
.,cpa1s3g01175,.,.,hli2s4g01235,.,.,.
.,cpa1s3g01250,.,ga198s13g01802,.,.,.,.
.,cpa1s3g01498,.,ga198stig00022265g00001,.,.,.,.
.,cpa1s3g01672,.,ga198stig00008949g00001,.,.,.,.
.,cpa1s3g01992,.,ga198s1g02759,.,.,.,.
.,cpa1s3g02437,.,.,.,.,opy300s32g00758,.
.,cpa1s3g02475,dz186s6g00910,.,.,.,.,.
.,cpa1s4g00009,.,ga198s11g01961,.,.,.,.
